tweet,token
solo aja mas modal ktp langsung vaksin,"['solo', 'aja', 'mas', 'modal', 'ktp', 'langsung', 'vaksin']"
kalo indo komennya covid meneh covid meneh apa bla bla bla apa capek nakut nakutin orang bla bla bla jadi bekerja sepi bla bla bla padahal cuma disuruh pakai masker cuci tangan jaga jarak vaksin,"['kalo', 'indo', 'komennya', 'covid', 'meneh', 'covid', 'meneh', 'apa', 'bla', 'bla', 'bla', 'apa', 'capek', 'nakut', 'nakutin', 'orang', 'bla', 'bla', 'bla', 'jadi', 'bekerja', 'sepi', 'bla', 'bla', 'bla', 'padahal', 'cuma', 'disuruh', 'pakai', 'masker', 'cuci', 'tangan', 'jaga', 'jarak', 'vaksin']"
iya ni ktp luar semarang mau daftar vaksin gratis keterangannya bukan warga semarang begimana,"['iya', 'ni', 'ktp', 'luar', 'semarang', 'mau', 'daftar', 'vaksin', 'gratis', 'keterangannya', 'bukan', 'warga', 'semarang', 'begimana']"
haduh vaksin x baru sadar seminggu kemudian makanya tanya nik sebutin tp dokternya kayak bingung karna didata laptop nya ga nemu nik tulis nama baru muncul,"['haduh', 'vaksin', 'x', 'baru', 'sadar', 'seminggu', 'kemudian', 'makanya', 'tanya', 'nik', 'sebutin', 'tp', 'dokternya', 'kayak', 'bingung', 'karna', 'didata', 'laptop', 'nya', 'ga', 'nemu', 'nik', 'tulis', 'nama', 'baru', 'muncul']"
tak tahulah akika sama menfess diatas kan vaksin diciptakan biar kebal suatu penyakit bukan ajian rawarontek emang soalnya abis divaksin kebal bacok blunder,"['tak', 'tahulah', 'akika', 'sama', 'menfess', 'diatas', 'kan', 'vaksin', 'diciptakan', 'biar', 'kebal', 'suatu', 'penyakit', 'bukan', 'ajian', 'rawarontek', 'emang', 'soalnya', 'abis', 'divaksin', 'kebal', 'bacok', 'blunder']"
fungsi vaksin garis besar kan emang imunitas kekebalan tubuh,"['fungsi', 'vaksin', 'garis', 'besar', 'kan', 'emang', 'imunitas', 'kekebalan', 'tubuh']"
iyep tau vaksin merangsang imunisasi pembentukan igg,"['iyep', 'tau', 'vaksin', 'merangsang', 'imunisasi', 'pembentukan', 'igg']"
gelombang kedua vaksin udah mulai dikebut,"['gelombang', 'kedua', 'vaksin', 'udah', 'mulai', 'dikebut']"
maaf min mo tanya nik kartu sertifikat vaksin salah angka berpengaruh kedepannya,"['maaf', 'min', 'mo', 'tanya', 'nik', 'kartu', 'sertifikat', 'vaksin', 'salah', 'angka', 'berpengaruh', 'kedepannya']"
allhamdulillah pilek udah sembuh kok abis vaksin kena pilek huhuhu padahal aku pengen es cincau sar nongko,"['allhamdulillah', 'pilek', 'udah', 'sembuh', 'kok', 'abis', 'vaksin', 'kena', 'pilek', 'huhuhu', 'padahal', 'aku', 'pengen', 'es', 'cincau', 'sar', 'nongko']"
ditulisnya vaksin,"['ditulisnya', 'vaksin']"
first vaksin done,"['first', 'vaksin', 'done']"
serumah cuma w yg vaksin,"['serumah', 'cuma', 'w', 'yg', 'vaksin']"
ig story isinya vaksin berita temen yg positif covid,"['ig', 'story', 'isinya', 'vaksin', 'berita', 'temen', 'yg', 'positif', 'covid']"
vaksin yo yowes nek ra vaksin yo yowes,"['vaksin', 'yo', 'yowes', 'nek', 'ra', 'vaksin', 'yo', 'yowes']"
kalau info program vaksin utk usia lt tahun area solo raya yogyakarta info dong suwun tweeps,"['kalau', 'info', 'program', 'vaksin', 'utk', 'usia', 'lt', 'tahun', 'area', 'solo', 'raya', 'yogyakarta', 'info', 'dong', 'suwun', 'tweeps']"
datang puskesmas jadwal vaksin kapan lalu tanya yg terdaftar ikut gak kalau gak pas hari h datang jam tutup kalau sisa vaksin pakai cara biasanya berhasil,"['datang', 'puskesmas', 'jadwal', 'vaksin', 'kapan', 'lalu', 'tanya', 'yg', 'terdaftar', 'ikut', 'gak', 'kalau', 'gak', 'pas', 'hari', 'h', 'datang', 'jam', 'tutup', 'kalau', 'sisa', 'vaksin', 'pakai', 'cara', 'biasanya', 'berhasil']"
aku abis vaksin jadi ngantukan gampang lapar ku pikir ko ndak sembuh efeknya ternyata ngantukan gampang lapar sifat gawan bayiku,"['aku', 'abis', 'vaksin', 'jadi', 'ngantukan', 'gampang', 'lapar', 'ku', 'pikir', 'ko', 'ndak', 'sembuh', 'efeknya', 'ternyata', 'ngantukan', 'gampang', 'lapar', 'sifat', 'gawan', 'bayiku']"
gw ga kak gw vaksin maret lalu sampe sekarang sehat walafian,"['gw', 'ga', 'kak', 'gw', 'vaksin', 'maret', 'lalu', 'sampe', 'sekarang', 'sehat', 'walafian']"
patuhi protokol kesehatan vaksin tetap prokes,"['patuhi', 'protokol', 'kesehatan', 'vaksin', 'tetap', 'prokes']"
udah kena aja kadang masi parno lau cuman vaksin uda sesumbar sehat sehat aja dah moga lu semua,"['udah', 'kena', 'aja', 'kadang', 'masi', 'parno', 'lau', 'cuman', 'vaksin', 'uda', 'sesumbar', 'sehat', 'sehat', 'aja', 'dah', 'moga', 'lu', 'semua']"
monggo munggah kaji indonesia murah meriah syarat vaksin karantina kitab al bujairomi alal khotib diterangkan menziarahi kuburan kedua orang tua salah satu orang tua hari jumat pahalanya haji bahkan lebih,"['monggo', 'munggah', 'kaji', 'indonesia', 'murah', 'meriah', 'syarat', 'vaksin', 'karantina', 'kitab', 'al', 'bujairomi', 'alal', 'khotib', 'diterangkan', 'menziarahi', 'kuburan', 'kedua', 'orang', 'tua', 'salah', 'satu', 'orang', 'tua', 'hari', 'jumat', 'pahalanya', 'haji', 'bahkan', 'lebih']"
kalau bantuan gak hubungane vaksin vaksin diperiksa tekanan darah nek ora lolos yo orasido vaksin karo nek nduwe riwayat penyakit berat luwih apik konsultasi karo dokter spesialis disik,"['kalau', 'bantuan', 'gak', 'hubungane', 'vaksin', 'vaksin', 'diperiksa', 'tekanan', 'darah', 'nek', 'ora', 'lolos', 'yo', 'orasido', 'vaksin', 'karo', 'nek', 'nduwe', 'riwayat', 'penyakit', 'berat', 'luwih', 'apik', 'konsultasi', 'karo', 'dokter', 'spesialis', 'disik']"
info vaksin rs bethesda,"['info', 'vaksin', 'rs', 'bethesda']"
klo tdk berhubungan dg kisruh diplomasi vaksin covid trus apa masalahnya yakin pemerintah arab saudi tdk mau dijadikan kambing hitam ketidakberangkatan haji tahun semakin curiga apa,"['klo', 'tdk', 'berhubungan', 'dg', 'kisruh', 'diplomasi', 'vaksin', 'covid', 'trus', 'apa', 'masalahnya', 'yakin', 'pemerintah', 'arab', 'saudi', 'tdk', 'mau', 'dijadikan', 'kambing', 'hitam', 'ketidakberangkatan', 'haji', 'tahun', 'semakin', 'curiga', 'apa']"
info vaksin wilayah solo sekitarnya pls,"['info', 'vaksin', 'wilayah', 'solo', 'sekitarnya', 'pls']"
lama menunggu mendaftar x giliran vaksin semoga pelaku jada wisata boyolali segera mendapat vaksin amiin,"['lama', 'menunggu', 'mendaftar', 'x', 'giliran', 'vaksin', 'semoga', 'pelaku', 'jada', 'wisata', 'boyolali', 'segera', 'mendapat', 'vaksin', 'amiin']"
tanyain langsung rmh sakit nya mas khan skg kalo org yg nemenin sodara ato famili vaksin ehh disuruh daftar sekalian bawa ktp sama kk,"['tanyain', 'langsung', 'rmh', 'sakit', 'nya', 'mas', 'khan', 'skg', 'kalo', 'org', 'yg', 'nemenin', 'sodara', 'ato', 'famili', 'vaksin', 'ehh', 'disuruh', 'daftar', 'sekalian', 'bawa', 'ktp', 'sama', 'kk']"
aku disuruh vaksin aja tukads hbs kalo gk karna ngasih contoh anak emoh kayaknya,"['aku', 'disuruh', 'vaksin', 'aja', 'tukads', 'hbs', 'kalo', 'gk', 'karna', 'ngasih', 'contoh', 'anak', 'emoh', 'kayaknya']"
temen istri vaksin positif gmn dok,"['temen', 'istri', 'vaksin', 'positif', 'gmn', 'dok']"
vaksin sih emang perlu ngga kalo pas disuntik ngga usah pake divideoin segala kau disuntik aku ngerasa ngilu liatnya,"['vaksin', 'sih', 'emang', 'perlu', 'ngga', 'kalo', 'pas', 'disuntik', 'ngga', 'usah', 'pake', 'divideoin', 'segala', 'kau', 'disuntik', 'aku', 'ngerasa', 'ngilu', 'liatnya']"
gimana caranya dunia percaya sama cina ujung nya jualan vaksin anehnya yg beli,"['gimana', 'caranya', 'dunia', 'percaya', 'sama', 'cina', 'ujung', 'nya', 'jualan', 'vaksin', 'anehnya', 'yg', 'beli']"
cina mau jualan vaksin bodohnya sj yg mau beli vaksin cina,"['cina', 'mau', 'jualan', 'vaksin', 'bodohnya', 'sj', 'yg', 'mau', 'beli', 'vaksin', 'cina']"
harusnya seluruh negara dunia menuntut cina bukan malah beli vaksin cina,"['harusnya', 'seluruh', 'negara', 'dunia', 'menuntut', 'cina', 'bukan', 'malah', 'beli', 'vaksin', 'cina']"
my moon how your day hari vaksin kali terasa sakit bekas suntikan nya,"['my', 'moon', 'how', 'your', 'day', 'hari', 'vaksin', 'kali', 'terasa', 'sakit', 'bekas', 'suntikan', 'nya']"
mengecek berita tersebut valid yuukk cek klik cek hoax lalu search kata kuncinya aja misal vaksin magnet muncul tuh berita bener enggak,"['mengecek', 'berita', 'tersebut', 'valid', 'yuukk', 'cek', 'klik', 'cek', 'hoax', 'lalu', 'search', 'kata', 'kuncinya', 'aja', 'misal', 'vaksin', 'magnet', 'muncul', 'tuh', 'berita', 'bener', 'enggak']"
my moon how your day what you doing now besuk pagi pergi rumah sakit vaksin have a nice dream my moon,"['my', 'moon', 'how', 'your', 'day', 'what', 'you', 'doing', 'now', 'besuk', 'pagi', 'pergi', 'rumah', 'sakit', 'vaksin', 'have', 'a', 'nice', 'dream', 'my', 'moon']"
emang ga vaksin apapun buat mencegah kebodohan sih,"['emang', 'ga', 'vaksin', 'apapun', 'buat', 'mencegah', 'kebodohan', 'sih']"
efek vaksin ngantuk lemes bgt,"['efek', 'vaksin', 'ngantuk', 'lemes', 'bgt']"
coba dulu himbauan peserta vaksin dgn riwayat sakit asma rhinitis alergi pernafasan harap diperiksa lebih lanjut gak asal coblos skrg hidung paru ku lebih bersahabat,"['coba', 'dulu', 'himbauan', 'peserta', 'vaksin', 'dgn', 'riwayat', 'sakit', 'asma', 'rhinitis', 'alergi', 'pernafasan', 'harap', 'diperiksa', 'lebih', 'lanjut', 'gak', 'asal', 'coblos', 'skrg', 'hidung', 'paru', 'ku', 'lebih', 'bersahabat']"
sebenernya kalo disuruh milih mau divaksin apa pengennya vaksin pfizer tp belom tersedia indo dpt nya vaksin sinovac tp gapapa karna emang efikasinya lumayan efek sampingnya berbahaya,"['sebenernya', 'kalo', 'disuruh', 'milih', 'mau', 'divaksin', 'apa', 'pengennya', 'vaksin', 'pfizer', 'tp', 'belom', 'tersedia', 'indo', 'dpt', 'nya', 'vaksin', 'sinovac', 'tp', 'gapapa', 'karna', 'emang', 'efikasinya', 'lumayan', 'efek', 'sampingnya', 'berbahaya']"
pelaksanaan vaksinasi tahap ii diikuti seluruh karyawan balai rsup surakarta dgn mematuhi protokol kesehatan lindungi diri amp dgn berpartisipasi dlm program vaksinasi covid,"['pelaksanaan', 'vaksinasi', 'tahap', 'ii', 'diikuti', 'seluruh', 'karyawan', 'balai', 'rsup', 'surakarta', 'dgn', 'mematuhi', 'protokol', 'kesehatan', 'lindungi', 'diri', 'amp', 'dgn', 'berpartisipasi', 'dlm', 'program', 'vaksinasi', 'covid']"
tumben bgt belom kerasa efek samping nya vaksin pertama efeknya ngantuk pol sampe tidur nyenyak yg belom kerasa ngantuk cuma pegel bagian tangan nya,"['tumben', 'bgt', 'belom', 'kerasa', 'efek', 'samping', 'nya', 'vaksin', 'pertama', 'efeknya', 'ngantuk', 'pol', 'sampe', 'tidur', 'nyenyak', 'yg', 'belom', 'kerasa', 'ngantuk', 'cuma', 'pegel', 'bagian', 'tangan', 'nya']"
klo solo maret kemarin udeh gabung ma aku vaksin ny,"['klo', 'solo', 'maret', 'kemarin', 'udeh', 'gabung', 'ma', 'aku', 'vaksin', 'ny']"
semua org ngerasa kalo jarumnya lebih gede karna emang td kerasa sakit wkwk yg vaksin pertama ga kerasa malah,"['semua', 'org', 'ngerasa', 'kalo', 'jarumnya', 'lebih', 'gede', 'karna', 'emang', 'td', 'kerasa', 'sakit', 'wkwk', 'yg', 'vaksin', 'pertama', 'ga', 'kerasa', 'malah']"
dds sambang rumah warga binluh warga yg lansia bersedia suntik vaksin imun terjaga terhindar covid,"['dds', 'sambang', 'rumah', 'warga', 'binluh', 'warga', 'yg', 'lansia', 'bersedia', 'suntik', 'vaksin', 'imun', 'terjaga', 'terhindar', 'covid']"
habis vaksin jadi ngantuk puolll,"['habis', 'vaksin', 'jadi', 'ngantuk', 'puolll']"
mau cek sertifikat vaksin link nya dibuka lalu download apk pedulilindungi dibuka si hp nya support memang diakses aja,"['mau', 'cek', 'sertifikat', 'vaksin', 'link', 'nya', 'dibuka', 'lalu', 'download', 'apk', 'pedulilindungi', 'dibuka', 'si', 'hp', 'nya', 'support', 'memang', 'diakses', 'aja']"
kontak erat bund ibu hamil yg blm vaksin cm ngandelin herd imunity kuasa ilahi,"['kontak', 'erat', 'bund', 'ibu', 'hamil', 'yg', 'blm', 'vaksin', 'cm', 'ngandelin', 'herd', 'imunity', 'kuasa', 'ilahi']"
wes lah ra omongam vaksin sek rodok serem,"['wes', 'lah', 'ra', 'omongam', 'vaksin', 'sek', 'rodok', 'serem']"
lgsg vaksin,"['lgsg', 'vaksin']"
ketawa liat temen dulu nolak vaksin sekarang bingung cari tempat vaksin namanya pekerja luar negri mau ga mau emang vaksin lah,"['ketawa', 'liat', 'temen', 'dulu', 'nolak', 'vaksin', 'sekarang', 'bingung', 'cari', 'tempat', 'vaksin', 'namanya', 'pekerja', 'luar', 'negri', 'mau', 'ga', 'mau', 'emang', 'vaksin', 'lah']"
sertipikat vaksin gadein ga si,"['sertipikat', 'vaksin', 'gadein', 'ga', 'si']"
cina buat senjata biologis menyebar seluruh dunia trus negara malah bangga beli vaksin cina,"['cina', 'buat', 'senjata', 'biologis', 'menyebar', 'seluruh', 'dunia', 'trus', 'negara', 'malah', 'bangga', 'beli', 'vaksin', 'cina']"
kukira kemarin cara menghindari vaksinnya sukses tetep aja dipanggil suru vaksin,"['kukira', 'kemarin', 'cara', 'menghindari', 'vaksinnya', 'sukses', 'tetep', 'aja', 'dipanggil', 'suru', 'vaksin']"
pelaksanaan vaksinasi tahap i diikuti seluruh karyawan balai rsup surakarta dgn mematuhi protokol kesehatan lindungi diri amp dgn berpartisipasi dlm program vaksinasi covid,"['pelaksanaan', 'vaksinasi', 'tahap', 'i', 'diikuti', 'seluruh', 'karyawan', 'balai', 'rsup', 'surakarta', 'dgn', 'mematuhi', 'protokol', 'kesehatan', 'lindungi', 'diri', 'amp', 'dgn', 'berpartisipasi', 'dlm', 'program', 'vaksinasi', 'covid']"
eh seriusan vaksin ngaruh myd,"['eh', 'seriusan', 'vaksin', 'ngaruh', 'myd']"
yeuu sejak kapan fungsi vaksin buat mencegah biar ga kena covid plis lah judulnya misleading banget gimana masyarakat mau percaya vaksin kalau beritanya aja macam ni,"['yeuu', 'sejak', 'kapan', 'fungsi', 'vaksin', 'buat', 'mencegah', 'biar', 'ga', 'kena', 'covid', 'plis', 'lah', 'judulnya', 'misleading', 'banget', 'gimana', 'masyarakat', 'mau', 'percaya', 'vaksin', 'kalau', 'beritanya', 'aja', 'macam', 'ni']"
semoga bapak ndakpapa pasca vaksin bismillah,"['semoga', 'bapak', 'ndakpapa', 'pasca', 'vaksin', 'bismillah']"
adanya vaksin nusantara disini ketahuan mana orang yg benar nasionalis sejati mana yg sok nasionalis sebenarnya palsu,"['adanya', 'vaksin', 'nusantara', 'disini', 'ketahuan', 'mana', 'orang', 'yg', 'benar', 'nasionalis', 'sejati', 'mana', 'yg', 'sok', 'nasionalis', 'sebenarnya', 'palsu']"
hasil rapat warga halal bi halal kampung diadakan mantab an rumah masing silahkan dihias biasalaah umbul sdh mbladus sdh ganti lah wae tuku cak vaksin macet kemungkinan datang baru tanggal ah gua mah,"['hasil', 'rapat', 'warga', 'halal', 'bi', 'halal', 'kampung', 'diadakan', 'mantab', 'an', 'rumah', 'masing', 'silahkan', 'dihias', 'biasalaah', 'umbul', 'sdh', 'mbladus', 'sdh', 'ganti', 'lah', 'wae', 'tuku', 'cak', 'vaksin', 'macet', 'kemungkinan', 'datang', 'baru', 'tanggal', 'ah', 'gua', 'mah']"
sampaikan bukannya butuh hari vaksin kedua baru lebih efektif,"['sampaikan', 'bukannya', 'butuh', 'hari', 'vaksin', 'kedua', 'baru', 'lebih', 'efektif']"
min sesuk ki vaksin nganggo sinovac opo astrazeneca,"['min', 'sesuk', 'ki', 'vaksin', 'nganggo', 'sinovac', 'opo', 'astrazeneca']"
pak said didu kapan vaksin nya pak mau divaksin pak gak malu kagak punya malu maap nanya satu sisi bapak terus nyinyir dgn program pemerintah sisi mau ikut program pemerintah vaksinasi covid,"['pak', 'said', 'didu', 'kapan', 'vaksin', 'nya', 'pak', 'mau', 'divaksin', 'pak', 'gak', 'malu', 'kagak', 'punya', 'malu', 'maap', 'nanya', 'satu', 'sisi', 'bapak', 'terus', 'nyinyir', 'dgn', 'program', 'pemerintah', 'sisi', 'mau', 'ikut', 'program', 'pemerintah', 'vaksinasi', 'covid']"
vaksin aestrazeneca jarak vaksin lama bgt padahal vaksin jenis merupakan vaksin masa kadaluarsanya ga lama cuma bulan masa produksi,"['vaksin', 'aestrazeneca', 'jarak', 'vaksin', 'lama', 'bgt', 'padahal', 'vaksin', 'jenis', 'merupakan', 'vaksin', 'masa', 'kadaluarsanya', 'ga', 'lama', 'cuma', 'bulan', 'masa', 'produksi']"
meskipun menerima vaksin diharapkan masyarakat tetap menerapkan prokes dimanapun berada bangkit indonesia sehat,"['meskipun', 'menerima', 'vaksin', 'diharapkan', 'masyarakat', 'tetap', 'menerapkan', 'prokes', 'dimanapun', 'berada', 'bangkit', 'indonesia', 'sehat']"
respon tubuh vaksin pak artinya vaksin tersebut mulai bekerja jadi ga perlu khawatir memang merasakan demam lemas adapula merasakan sama sekali bergantung imunitas tubuh sendiri,"['respon', 'tubuh', 'vaksin', 'pak', 'artinya', 'vaksin', 'tersebut', 'mulai', 'bekerja', 'jadi', 'ga', 'perlu', 'khawatir', 'memang', 'merasakan', 'demam', 'lemas', 'adapula', 'merasakan', 'sama', 'sekali', 'bergantung', 'imunitas', 'tubuh', 'sendiri']"
vaksin berapa,"['vaksin', 'berapa']"
aku malah sama sekali ngga mengikuti berita perihal vaksin vaksin nih masjon,"['aku', 'malah', 'sama', 'sekali', 'ngga', 'mengikuti', 'berita', 'perihal', 'vaksin', 'vaksin', 'nih', 'masjon']"
kompensasi utk ijin halal produk makanan umkm aja gedee gmn dg yg vaksin,"['kompensasi', 'utk', 'ijin', 'halal', 'produk', 'makanan', 'umkm', 'aja', 'gedee', 'gmn', 'dg', 'yg', 'vaksin']"
kedua penggunaan vaksin covid produk astrazeneca hukumnya dibolehkan yok ngasih info jangan setengah setengah,"['kedua', 'penggunaan', 'vaksin', 'covid', 'produk', 'astrazeneca', 'hukumnya', 'dibolehkan', 'yok', 'ngasih', 'info', 'jangan', 'setengah', 'setengah']"
vaksin kapan pak,"['vaksin', 'kapan', 'pak']"
yg nyinyir soal vaksin disuntik mati sajah,"['yg', 'nyinyir', 'soal', 'vaksin', 'disuntik', 'mati', 'sajah']"
bganinkamtibmas memberikan sosialisasi ptotokol kesehatan kpd warga subtik vaksin covid dibpiskesmas penumping lwy solo,"['bganinkamtibmas', 'memberikan', 'sosialisasi', 'ptotokol', 'kesehatan', 'kpd', 'warga', 'subtik', 'vaksin', 'covid', 'dibpiskesmas', 'penumping', 'lwy', 'solo']"
hmm mau jga vaksin,"['hmm', 'mau', 'jga', 'vaksin']"
senang dah vaksin apa rasanya isni,"['senang', 'dah', 'vaksin', 'apa', 'rasanya', 'isni']"
gusti corone ben aku wani suntik vaksin pie sedih banget,"['gusti', 'corone', 'ben', 'aku', 'wani', 'suntik', 'vaksin', 'pie', 'sedih', 'banget']"
oalah kupikir kalo punya sertifikat vaksin bebas naik kereta test genose sejenisnya baiklah naik moda aja kalo gt ribet,"['oalah', 'kupikir', 'kalo', 'punya', 'sertifikat', 'vaksin', 'bebas', 'naik', 'kereta', 'test', 'genose', 'sejenisnya', 'baiklah', 'naik', 'moda', 'aja', 'kalo', 'gt', 'ribet']"
ampun vaksin ternyata gak berasa mungkin terdistraksi dokternya ganteng,"['ampun', 'vaksin', 'ternyata', 'gak', 'berasa', 'mungkin', 'terdistraksi', 'dokternya', 'ganteng']"
vaksin kedua lebih nyuuut,"['vaksin', 'kedua', 'lebih', 'nyuuut']"
kalok jaman sekarang kan babi ternak udah vaksin buat babi makanan babi sediakan jadi makanan terkontrol jadi aman aman aja masa iya ga makan babi,"['kalok', 'jaman', 'sekarang', 'kan', 'babi', 'ternak', 'udah', 'vaksin', 'buat', 'babi', 'makanan', 'babi', 'sediakan', 'jadi', 'makanan', 'terkontrol', 'jadi', 'aman', 'aman', 'aja', 'masa', 'iya', 'ga', 'makan', 'babi']"
kok uwis vaksin,"['kok', 'uwis', 'vaksin']"
tanggal kemaren vaksin bsk tgl semoga lbh banyak warga indonesia menerima vaksin membuat indonesia menjadi kuat segera aktivitas bergerak spt biasanya normal aamiin,"['tanggal', 'kemaren', 'vaksin', 'bsk', 'tgl', 'semoga', 'lbh', 'banyak', 'warga', 'indonesia', 'menerima', 'vaksin', 'membuat', 'indonesia', 'menjadi', 'kuat', 'segera', 'aktivitas', 'bergerak', 'spt', 'biasanya', 'normal', 'aamiin']"
alhamdulillah vaksin pertama,"['alhamdulillah', 'vaksin', 'pertama']"
males vaksin mesti pekso keluarga,"['males', 'vaksin', 'mesti', 'pekso', 'keluarga']"
kalo gak reaksi buruk udah pulang trus dapet kartu vaksin pertama dapet nomer hp dokter yg dihubungi kalo dlm jngka waktu minggu reaksi gak baik stl divaksin tp aku dah seminggu baik aja puji tuhan,"['kalo', 'gak', 'reaksi', 'buruk', 'udah', 'pulang', 'trus', 'dapet', 'kartu', 'vaksin', 'pertama', 'dapet', 'nomer', 'hp', 'dokter', 'yg', 'dihubungi', 'kalo', 'dlm', 'jngka', 'waktu', 'minggu', 'reaksi', 'gak', 'baik', 'stl', 'divaksin', 'tp', 'aku', 'dah', 'seminggu', 'baik', 'aja', 'puji', 'tuhan']"
sebelom nya ditanyain apa punya penyakit berat misal jantung ato sakit hipertensi yg gitu gak sihh trus tensi jg trus cek suhu badan baru stl suntik vaksin jg nunggu menit reaksinya,"['sebelom', 'nya', 'ditanyain', 'apa', 'punya', 'penyakit', 'berat', 'misal', 'jantung', 'ato', 'sakit', 'hipertensi', 'yg', 'gitu', 'gak', 'sihh', 'trus', 'tensi', 'jg', 'trus', 'cek', 'suhu', 'badan', 'baru', 'stl', 'suntik', 'vaksin', 'jg', 'nunggu', 'menit', 'reaksinya']"
aku dapet vaksin krn pas kerjaan woro suruh vaksin kok mas makanya aku dapet aku nunggu vaksin yg,"['aku', 'dapet', 'vaksin', 'krn', 'pas', 'kerjaan', 'woro', 'suruh', 'vaksin', 'kok', 'mas', 'makanya', 'aku', 'dapet', 'aku', 'nunggu', 'vaksin', 'yg']"
gratis kok mas sama lah yaa aku pikir stl menghubungi rmh sakit yg nyediain suntik vaksin km disuruh ngumpulin fotokopi ektp sekalian jg ektp asli sama disuruh ngasih nomer hp yg dihubungi dah tinggal nunggu panggil bwt suntik,"['gratis', 'kok', 'mas', 'sama', 'lah', 'yaa', 'aku', 'pikir', 'stl', 'menghubungi', 'rmh', 'sakit', 'yg', 'nyediain', 'suntik', 'vaksin', 'km', 'disuruh', 'ngumpulin', 'fotokopi', 'ektp', 'sekalian', 'jg', 'ektp', 'asli', 'sama', 'disuruh', 'ngasih', 'nomer', 'hp', 'yg', 'dihubungi', 'dah', 'tinggal', 'nunggu', 'panggil', 'bwt', 'suntik']"
selamat malam mohon info min vaksin utk lansia area kecamatan colomadu desa paulan kapan yaa cara pendaftaran bagaimana,"['selamat', 'malam', 'mohon', 'info', 'min', 'vaksin', 'utk', 'lansia', 'area', 'kecamatan', 'colomadu', 'desa', 'paulan', 'kapan', 'yaa', 'cara', 'pendaftaran', 'bagaimana']"
ga lama kena lu klo vaksin wkwk,"['ga', 'lama', 'kena', 'lu', 'klo', 'vaksin', 'wkwk']"
rakyat antri divaksin covid pak terawan merilis vaksin nusantara eeeh pak didu jualan masa lalu,"['rakyat', 'antri', 'divaksin', 'covid', 'pak', 'terawan', 'merilis', 'vaksin', 'nusantara', 'eeeh', 'pak', 'didu', 'jualan', 'masa', 'lalu']"
vaksin pfizer,"['vaksin', 'pfizer']"
bismillah vaksin,"['bismillah', 'vaksin']"
puji tuhan udah vaksin kurang sekali hari udah selesai,"['puji', 'tuhan', 'udah', 'vaksin', 'kurang', 'sekali', 'hari', 'udah', 'selesai']"
abis vaksin,"['abis', 'vaksin']"
setuju koruptor kalau hidup divaksin cangkemu yo tetep vaksin,"['setuju', 'koruptor', 'kalau', 'hidup', 'divaksin', 'cangkemu', 'yo', 'tetep', 'vaksin']"
kamu merokok iya sehari sebungkus yook vaksin gak zat kimia gak tau baik buruknya zat kimia masuk kedalam tubuh merubah sel bayangkan kalau jadi sel kangker hih ngerii bro okey fine sama temenku,"['kamu', 'merokok', 'iya', 'sehari', 'sebungkus', 'yook', 'vaksin', 'gak', 'zat', 'kimia', 'gak', 'tau', 'baik', 'buruknya', 'zat', 'kimia', 'masuk', 'kedalam', 'tubuh', 'merubah', 'sel', 'bayangkan', 'kalau', 'jadi', 'sel', 'kangker', 'hih', 'ngerii', 'bro', 'okey', 'fine', 'sama', 'temenku']"
sedikit mengurangi rasa takut vaksin walaupun takut sih wkwk makasih boriel v,"['sedikit', 'mengurangi', 'rasa', 'takut', 'vaksin', 'walaupun', 'takut', 'sih', 'wkwk', 'makasih', 'boriel', 'v']"
takut vaksin bund,"['takut', 'vaksin', 'bund']"
padahal dulu ga mikir bakal kena vaksin duluan wkwk,"['padahal', 'dulu', 'ga', 'mikir', 'bakal', 'kena', 'vaksin', 'duluan', 'wkwk']"
lolos gasido donor darah malah ketemu neh suntik vaksin,"['lolos', 'gasido', 'donor', 'darah', 'malah', 'ketemu', 'neh', 'suntik', 'vaksin']"
nih orang kra besok vaksin aku kra gak anjim kalo gada adminnya sama aja,"['nih', 'orang', 'kra', 'besok', 'vaksin', 'aku', 'kra', 'gak', 'anjim', 'kalo', 'gada', 'adminnya', 'sama', 'aja']"
berani vaksin alhamdulillah rumah sakit jih solo,"['berani', 'vaksin', 'alhamdulillah', 'rumah', 'sakit', 'jih', 'solo']"
kalo besok vaksin ngelabrak admin nih mau ngurus nilai astaga ribet bener admin homebased satu,"['kalo', 'besok', 'vaksin', 'ngelabrak', 'admin', 'nih', 'mau', 'ngurus', 'nilai', 'astaga', 'ribet', 'bener', 'admin', 'homebased', 'satu']"
kok kesannya malah gak bener tu vaksin,"['kok', 'kesannya', 'malah', 'gak', 'bener', 'tu', 'vaksin']"
besok vaksin dosis gakk skip aja gajadi diskusinya,"['besok', 'vaksin', 'dosis', 'gakk', 'skip', 'aja', 'gajadi', 'diskusinya']"
